-682.995,-11.4001,-16.5476,-20.2366,-15.8331,-49.1353,-55.9782,-22.126,-28.6221,-8.07202,-43.7823,-47.0298,-102.621,-10.2321,-17.7916,-141.731,-16.2081,-10.8949,-13.2864,-25.911,-7.02673,-121.498
-11.4001,-682.995,-13.0623,-7.53268,-43.4441,-9.48761,-13.7336,-9.48452,-10.8731,-8.63134,-17.9061,-14.5653,-8.61198,-10.2454,-31.2519,-3.74969,-32.3434,-25.113,-34.0329,-10.3408,-8.64492,-2.30232
-16.5476,-13.0623,-682.995,-25.2181,-23.3409,-20.549,-10.9875,-36.8025,-41.0585,-22.5175,-16.7822,-29.297,-16.84,-41.1536,-9.60209,-17.1539,-9.52512,-24.1417,-26.1999,-38.7789,-31.0245,-16.2602
-20.2366,-7.53268,-25.2181,-682.995,-11.0716,-31.5358,-12.1727,-98.0428,-40.5867,-10.0412,-15.0995,-23.2171,-22.3879,-106.144,-10.0822,-26.4301,-9.56912,-8.53668,-10.0226,-47.6734,-76.5192,-26.6567
-15.8331,-43.4441,-23.3409,-11.0716,-682.995,-13.6875,-15.5347,-14.5599,-18.0576,-14.6037,-28.4562,-27.9591,-12.8248,-15.1521,-25.2561,-7.88072,-23.3081,-30.3378,-49.3614,-16.6703,-12.6704,-6.1351
-49.1353,-9.48761,-20.549,-31.5358,-13.6875,-682.995,-21.0437,-34.0855,-47.1347,-9.85376,-24.0178,-37.2121,-44.3781,-14.6266,-12.8232,-56.3033,-11.921,-10.3783,-12.1693,-46.9809,-10.1536,-56.1673
-55.9782,-13.7336,-10.9875,-12.1727,-15.5347,-21.0437,-682.995,-13.5165,-15.1429,-4.72075,-39.621,-25.5521,-167.373,-6.61238,-23.0511,0,-21.305,-10.9265,-13.1796,-13.5068,-4.59805,0
-22.126,-9.48452,-36.8025,-98.0428,-14.5599,-34.0855,-13.5165,-682.995,-59.0805,-12.572,-17.5233,-28.3726,-23.2835,-147.806,-11.0145,-26.9138,-10.4986,-11.5197,-13.2963,-71.0263,-42.0102,-26.7337
-28.6221,-10.8731,-41.0585,-40.5867,-18.0576,-47.1347,-15.1429,-59.0805,-682.995,-13.7913,-22.2881,-44.5293,-27.253,-31.8203,-11.6527,-31.3428,-11.0379,-13.9168,-16.2779,-229.128,-21.5144,-30.3171
-8.07202,-8.63134,-22.5175,-10.0412,-14.6037,-9.85376,-4.72075,-12.572,-13.7913,-682.995,-7.79159,-12.5475,-9.49265,-22.392,-3.86473,-9.59079,-4.20681,-38.28,-18.6851,-14.1891,-22.2048,-9.28466
-43.7823,-17.9061,-16.7822,-15.0995,-28.4562,-24.0178,-39.621,-17.5233,-22.2881,-7.79159,-682.995,-63.42,-32.5483,-10.0982,-28.1669,-20.0772,-24.929,-14.17,-18.7153,-19.7284,-7.11087,-15.1225
-47.0298,-14.5653,-29.297,-23.2171,-27.9591,-37.2121,-25.5521,-28.3726,-44.5293,-12.5475,-63.42,-682.995,-34.3292,-18.587,-17.057,-33.2772,-15.4944,-16.2724,-20.9219,-37.7972,-14.1364,-29.791
-102.621,-8.61198,-16.84,-22.3879,-12.8248,-44.3781,-167.373,-23.2835,-27.253,-9.49265,-32.5483,-34.3292,-682.995,-12.2181,-13.4528,-332.921,-12.0883,-9.60036,-11.3396,-25.8178,-9.42565,-682.995
-10.2321,-10.2454,-41.1536,-106.144,-15.1521,-14.6266,-6.61238,-147.806,-31.8203,-22.392,-10.0982,-18.587,-12.2181,-682.995,-4.46305,-13.1704,-5.35662,-16.8227,-16.0191,-35.8923,-116.983,-12.4162
-17.7916,-31.2519,-9.60209,-10.0822,-25.2561,-12.8232,-23.0511,-11.0145,-11.6527,-3.86473,-28.1669,-17.057,-13.4528,-4.46305,-682.995,-6.2998,-221.867,-11.4898,-16.008,-10.732,0,-4.28346
-141.731,-3.74969,-17.1539,-26.4301,-7.88072,-56.3033,0,-26.9138,-31.3428,-9.59079,-20.0772,-33.2772,-332.921,-13.1704,-6.2998,-682.995,-5.6987,-5.34541,-6.69216,-30.3634,-9.90947,-658.464
-16.2081,-32.3434,-9.52512,-9.56912,-23.3081,-11.921,-21.305,-10.4986,-11.0379,-4.20681,-24.929,-15.4944,-12.0883,-5.35662,-221.867,-5.6987,-682.995,-12.1448,-16.2625,-10.239,-1.52747,-3.98791
-10.8949,-25.113,-24.1417,-8.53668,-30.3378,-10.3783,-10.9265,-11.5197,-13.9168,-38.28,-14.17,-16.2724,-9.60036,-16.8227,-11.4898,-5.34541,-12.1448,-682.995,-63.7029,-13.4553,-14.5124,-3.05574
-13.2864,-34.0329,-26.1999,-10.0226,-49.3614,-12.1693,-13.1796,-13.2963,-16.2779,-18.6851,-18.7153,-20.9219,-11.3396,-16.0191,-16.008,-6.69216,-16.2625,-63.7029,-682.995,-15.3379,-13.2056,-4.63846
-25.911,-10.3408,-38.7789,-47.6734,-16.6703,-46.9809,-13.5068,-71.0263,-229.128,-14.1891,-19.7284,-37.7972,-25.8178,-35.8923,-10.732,-30.3634,-10.239,-13.4553,-15.3379,-682.995,-24.2234,-29.6555
-7.02673,-8.64492,-31.0245,-76.5192,-12.6704,-10.1536,-4.59805,-42.0102,-21.5144,-22.2048,-7.11087,-14.1364,-9.42565,-116.983,0,-9.90947,-1.52747,-14.5124,-13.2056,-24.2234,-682.995,-9.0714
-121.498,-2.30232,-16.2602,-26.6567,-6.1351,-56.1673,0,-26.7337,-30.3171,-9.28466,-15.1225,-29.791,-682.995,-12.4162,-4.28346,-658.464,-3.98791,-3.05574,-4.63846,-29.6555,-9.0714,-682.995
