78156.1,0,183.693,0,349.399,397.803,0,0,341.175,185.212,0.624627,2.12493,118.573,4.09193,60.6482,4.72686,2.66071,0,3.63255,22.7321,0,4.79701,4.81214,0
0,78156.1,0,363.494,0,0,178.307,335.02,0,1.30975,364.627,265.921,2.92442,250.805,2.97019,0,102.383,4.61075,36.8394,3.74753,4.75897,0,0,4.51813
183.693,0,78156.1,0,377.242,330.778,0,0,361.825,1752.85,1.8015,2.63669,750.66,4.21884,111.708,4.71528,3.0411,0,3.79253,35.1255,0,4.67681,4.69626,0
0,363.494,0,78156.1,0,0.845576,347.585,3210.25,2.41412,3.2316,5441.75,1990.18,3.88593,165.373,3.86498,65.7722,174.612,4.77823,59.5394,4.20735,4.50457,0,0,4.35216
349.399,0,377.242,0,78156.1,3209.77,0,0,78156.1,459.226,2.66599,3.20265,236.619,4.45029,89.0937,4.78694,3.50238,457.539,4.04046,36.5998,0,4.58654,4.61288,0
397.803,0,330.778,0.845576,3209.77,78156.1,0,0,3355.95,396.574,2.9422,3.42889,217.101,4.60508,85.8246,4.90161,3.70489,1153.65,4.19127,36.2669,0,4.6576,4.685,0
0,178.307,0,347.585,0,0,78156.1,385.795,1.55169,2.68032,315.898,395.376,3.51764,92.0541,3.51773,0,363.302,4.62934,70.4177,3.98319,4.50635,0,0,4.33079
0,335.02,0,3210.25,0,0,385.795,78156.1,0,1.19255,1879.06,4991.32,2.87988,98.8411,2.92858,0,160.448,4.57922,43.563,3.7175,4.74155,0,0,4.50263
341.175,0,361.825,2.41412,78156.1,3355.95,1.55169,0,78156.1,465.846,3.55084,3.86224,249.747,4.72321,94.5145,4.82996,4.05563,957.216,4.34265,42.0443,0,4.37782,4.41568,0
185.212,1.30975,1752.85,3.2316,459.226,396.574,2.68032,1.19255,465.846,78156.1,4.01861,4.21197,595.46,4.8122,123.363,4.73883,4.34255,269.016,4.4655,50.3006,0,4.06819,4.11762,2.25748
0.624627,364.627,1.8015,5441.75,2.66599,2.9422,315.898,1879.06,3.55084,4.01861,78156.1,1498.29,4.35998,200.193,4.30603,131.629,178.377,4.74387,66.5715,4.39946,4.07679,0,0,4.02391
2.12493,265.921,2.63669,1990.18,3.20265,3.42889,395.376,4991.32,3.86224,4.21197,1498.29,78156.1,4.42051,180.65,4.356,132.03,208.9,4.52696,74.4286,4.33129,3.59591,73.285,145.108,3.62799
118.573,2.92442,750.66,3.88593,236.619,217.101,3.51764,2.87988,249.747,595.46,4.35998,4.42051,78156.1,4.66912,161.82,4.30828,4.47981,197.317,4.39212,60.5701,126.178,3.20902,3.28613,58.788
4.09193,250.805,4.21884,165.373,4.45029,4.60508,92.0541,98.8411,4.72321,4.8122,200.193,180.65,4.66912,78156.1,4.56915,1594,97.1665,3.79425,55.6031,4.16159,0.830844,526.758,258.943,1.73988
60.6482,2.97019,111.708,3.86498,89.0937,85.8246,3.51773,2.92858,94.5145,123.363,4.30603,4.356,161.82,4.56915,78156.1,4.19479,4.41037,83.2901,4.31219,97.3034,51.5928,3.0864,3.16451,156.263
4.72686,0,4.71528,65.7722,4.78694,4.90161,0,0,4.82996,4.73883,131.629,132.03,4.30828,1594,4.19479,78156.1,78.0888,2.04557,50.4584,3.4117,0,450.549,257.704,0
2.66071,102.383,3.0411,174.612,3.50238,3.70489,363.302,160.448,4.05563,4.34255,178.377,208.9,4.47981,97.1665,4.41037,78.0888,78156.1,4.42994,117.986,4.32111,3.347,53.2411,67.5936,3.43199
0,4.61075,0,4.77823,457.539,1153.65,4.62934,4.57922,957.216,269.016,4.74387,4.52696,197.317,3.79425,83.2901,2.04557,4.42994,78156.1,3.77027,47.5046,1624.96,0,0,66.1265
3.63255,36.8394,3.79253,59.5394,4.04046,4.19127,70.4177,43.563,4.34265,4.4655,66.5715,74.4286,4.39212,55.6031,4.31219,50.4584,117.986,3.77027,78156.1,4.0123,1.75214,45.1774,50.0356,2.21149
22.7321,3.74753,35.1255,4.20735,36.5998,36.2669,3.98319,3.7175,42.0443,50.3006,4.39946,4.33129,60.5701,4.16159,97.3034,3.4117,4.32111,47.5046,4.0123,78156.1,39.1964,1.29157,1.47131,132.92
0,4.75897,0,4.50457,0,0,4.50635,4.74155,0,0,4.07679,3.59591,126.178,0.830844,51.5928,0,3.347,1624.96,1.75214,39.1964,78156.1,0,0,72.3028
4.79701,0,4.67681,0,4.58654,4.6576,0,0,4.37782,4.06819,0,73.285,3.20902,526.758,3.0864,450.549,53.2411,0,45.1774,1.29157,0,78156.1,620.175,0
4.81214,0,4.69626,0,4.61288,4.685,0,0,4.41568,4.11762,0,145.108,3.28613,258.943,3.16451,257.704,67.5936,0,50.0356,1.47131,0,620.175,78156.1,0
0,4.51813,0,4.35216,0,0,4.33079,4.50263,0,2.25748,4.02391,3.62799,58.788,1.73988,156.263,0,3.43199,66.1265,2.21149,132.92,72.3028,0,0,78156.1
